APPLICATION_NUMBER,TARGET
0,0.024980039772986618
1,0.019592966561401137
0,0.07040485614560693
1,0.049648899448434716
0,0.024396605810157474
0,0.025135245129222966
0,0.07018542681900326
0,0.135480898084496
0,0.0273987670638421
0,0.09029617207920745
0,0.09170073977966328
0,0.052172228696480874
0,0.08169849099259868
0,0.08861565509074326
0,0.06986590631799085
0,0.04264524905601397
0,0.1610385762349244
0,0.07605585494165937
0,0.11660911567256697
0,0.18420528917823567
0,0.044628547040734386
0,0.06083696753353821
0,0.08364222153395551
0,0.11534837216079837
0,0.13551337499609853
0,0.04204858220175152
0,0.08365442605147921
0,0.07876092671787223
1,0.025312423878399336
0,0.04266135674391321
0,0.08616015899964125
0,0.0699382040622041
0,0.0332972979670459
0,0.08936774423964444
0,0.14313350837201627
0,0.033830553715653175
0,0.03103997886581933
0,0.015373097404573943
0,0.1189219639772858
0,0.017044729159306937
0,0.08311799921250204
0,0.06267459497735024
0,0.05128885670151121
0,0.08278203694332756
0,0.25573295299450427
0,0.3735006863926532
0,0.06456078226344324
0,0.06510017011557015
0,0.15638354651710523
0,0.012846523107886035
0,0.12280369316383562
1,0.028976643095488724
0,0.01757137620204791
0,0.0827787276249948
0,0.027281940922436583
0,0.02838852265293331
0,0.10437488331019869
0,0.12840997073158494
0,0.019010543448118776
0,0.08830124508722126
0,0.3934303374745304
0,0.08546747733763618
0,0.0777134243228145
0,0.09119426424274366
0,0.025407462368123634
1,0.1311413442735076
0,0.09642088468379431
0,0.19999957676123126
0,0.0207723367667617
0,0.08648122565358624
0,0.06993133238824033
0,0.1796063870130173
0,0.28811453817898397
0,0.06670112124576048
0,0.09268588017560467
0,0.08221800640253549
0,0.08908165929376899
0,0.09492979628017392
0,0.07426678037545911
0,0.018574702680530776
0,0.015184653584630132
0,0.08931793496840787
0,0.01776881340517426
0,0.07453678694822655
0,0.029014747901657707
0,0.06598889355590225
0,0.023598863795923634
0,0.0515657397136058
0,0.0381650221380085
0,0.08929863939519253
0,0.07664587207132761
0,0.13924422305966905
0,0.4698455506010249
0,0.23599262510389396
0,0.041080948010076467
1,0.022040866924931034
0,0.03604768772008057
0,0.0213676522326591
0,0.06166665462989922
0,0.18769458987575585
0,0.07828945453210168
0,0.029063866150671563
0,0.035475135703588456
0,0.09099485591920828
0,0.08311392364308225
0,0.08779390263454075
0,0.11405060715872475
0,0.09088245324490427
0,0.08781270244774683
1,0.02366199206706935
0,0.0908663382360353
0,0.08834614089543287
0,0.17156722037585367
0,0.2941802492015083
0,0.06297729192417899
0,0.05797042451570683
0,0.10502953122760741
0,0.03298796542342834
0,0.04734773609028824
0,0.23735339558004567
0,0.08560707554156273
0,0.10081280559781247
0,0.03702648963529233
0,0.017933398468608495
0,0.20994823397026088
0,0.26640117988872947
0,0.07529766729360007
1,0.022326680008632988
0,0.07400734263867989
0,0.015569329057153386
1,0.016165607361055646
0,0.02392337640332664
0,0.02305119202214915
0,0.040505594434055735
0,0.11040942357325767
0,0.03485895299440893
0,0.21130758265282962
0,0.051951793262879506
0,0.16827283000773735
0,0.029870953920467617
1,0.02205322036895
0,0.01901718036710243
0,0.02189450617943632
1,0.01936816177813438
0,0.030097250134350252
0,0.05178624940619486
0,0.0403706643149464
0,0.2391543633706478
0,0.01629581005400613
0,0.028768924803166757
0,0.14427045015236642
0,0.09642292951896798
0,0.10524918373340408
0,0.13821151682284286
0,0.04224443206857469
0,0.023926258337385
0,0.023205054266664634
0,0.22819990489585446
0,0.1315972800082709
0,0.06402329481559789
0,0.1528594657509859
0,0.03481184960146858
0,0.028958813049797038
0,0.5455508841525836
0,0.19672312871811168
0,0.05629112378710912
0,0.08814807551766882
0,0.01792478656815103
0,0.22287699200738742
0,0.058869207303658175
0,0.05690585915173975
1,0.21584821734866916
0,0.12832620656969929
0,0.06080422710035931
0,0.10115494534888965
1,0.055761542865857085
0,0.381236632835465
0,0.06454189447175553
0,0.026659209128471785
0,0.0855164030340996
0,0.08023193117293469
0,0.036366019878943265
0,0.030498228046922947
0,0.13808612467535822
0,0.18013027216022617
0,0.049875375705414546
0,0.026404970111336756
0,0.39556013989937233
0,0.03115328543851701
1,0.13275348541396328
0,0.11190204520489053
0,0.033103979830819544
0,0.06737771879244218
0,0.22038774429751715
1,0.01768759977101316
0,0.09052928589092049
0,0.09970140832658372
1,0.03445368334228493
0,0.1658652885487102
0,0.14154209960055703
0,0.020673589485554873
0,0.178458886921307
0,0.12244655221925368
0,0.08530175094370193
0,0.011629798136045458
1,0.05359555151104407
0,0.1929739677465326
0,0.05213883806886721
0,0.12657539072839613
0,0.14018029510889105
0,0.02170985125563337
0,0.09709898488687345
0,0.030623622753396217
0,0.1551355677348901
0,0.023589598430204313
0,0.03908588039863048
0,0.06475229397008261
0,0.11532628862754009
0,0.022999325687975962
0,0.02390353726298078
0,0.36206227448865513
0,0.25541895985567054
0,0.0966360095637601
0,0.04152260453990696
0,0.03629607044962267
0,0.014507590999085173
0,0.0932911189527339
0,0.08420010679319173
0,0.06817415122435706
1,0.021970394784384586
0,0.10902066567284488
0,0.10563065196378849
0,0.039636615858844516
0,0.08807959938435456
0,0.3329208231720912
0,0.025816221776288055
0,0.05141299435955704
1,0.052984036701245796
0,0.08915809564970542
0,0.027421050072225017
0,0.03939738734372164
0,0.20274426306044663
0,0.043234480567099595
0,0.08046812641723468
0,0.08316001328115019
0,0.04992662006005483
0,0.34675398850677547
0,0.016532370449927485
0,0.04898494244305131
0,0.05723055745774658
0,0.02622710906340115
0,0.02155440340998634
0,0.08757182906674378
0,0.03298180325150531
0,0.20792142881177864
0,0.029903332640848036
1,0.21733631144091534
0,0.08059391815972686
0,0.038436259490002185
1,0.012599232773073402
0,0.1299050459702194
0,0.11860021398443688
0,0.08473368233584858
0,0.04973762823970693
0,0.0813840267409203
0,0.08677761421109
0,0.05451539298150274
0,0.08718402639017828
0,0.08018203386669069
0,0.13226376769171305
0,0.20518332630604524
0,0.11692649566797089
0,0.05590269798317782
1,0.061427504847628246
0,0.19927345287885734
0,0.1937681855693036
0,0.0232357913156808
0,0.023099623498772256
0,0.042830554115950895
0,0.0882379535925463
0,0.2784767563343699
0,0.09160308508330009
0,0.08563621250047948
0,0.038874948616142525
0,0.09633366170945294
0,0.07503793865255773
1,0.17533362680453676
0,0.07792527998155949
0,0.08241613898319897
1,0.0342876802104196
0,0.020184714423718397
0,0.2546034729698394
0,0.025130681447148216
0,0.02318152149131139
0,0.019408426422799618
1,0.0060187494355985515
0,0.12117343584647475
0,0.022604541828235257
0,0.027492955712736182
0,0.05250466325822811
0,0.08477110664652379
0,0.19922794255014184
0,0.031098177490236096
0,0.09927085982494807
0,0.0874231867149151
0,0.022962611501502132
0,0.11995212457451905
0,0.11313859318270811
0,0.016807919305143037
0,0.09107809779500617
0,0.38928213040248455
1,0.013735514630905134
0,0.07849437530260865
0,0.08092335504040196
0,0.05548437094805899
0,0.10568002346831543
0,0.07709751244113185
1,0.03268052263312933
0,0.03908786297214768
1,0.07133278367278746
0,0.1442112803781756
0,0.03273119225682862
1,0.03897982649262342
0,0.031757383349619986
0,0.15082416923054304
0,0.021000342780535725
0,0.08511298794489812
0,0.0988556650598533
0,0.0939202209989651
0,0.032137027499228345
0,0.17965585234146247
0,0.04702122669901891
0,0.03250188019571317
0,0.07722881806596664
0,0.037556075465491764
0,0.10074501324459018
0,0.4184241801015135
0,0.08597131662400283
0,0.06964582897076876
0,0.19266684893359595
0,0.2364352734994367
0,0.2036661478877892
0,0.05021255246786528
0,0.04106556821141547
0,0.06778256888698714
1,0.10269449763604792
0,0.07163750626117671
0,0.15533623320623308
0,0.010669617868793096
0,0.06822829595420436
1,0.036451307896313075
0,0.029552197166956756
0,0.09636577687114796
0,0.0727386550129957
0,0.07528432831206631
0,0.02890159950340861
0,0.0825599545157171
0,0.08806221632943978
0,0.08248589283962175
0,0.0773861213117016
0,0.16108884913565674
0,0.03539882131797063
1,0.011950009837794793
0,0.08330323556305341
1,0.011296841935568798
0,0.039755144732233294
0,0.029140237563726645
0,0.08046466523256612
1,0.027029175662565297
0,0.07879855082270204
0,0.07006627209096206
0,0.42293237955259083
0,0.04593595506374788
0,0.05343288051261075
0,0.08442009257372904
0,0.08957659666753873
0,0.10185893374714546
0,0.08166615464084002
0,0.19190651146461385
0,0.0217333970079411
0,0.015491164267357763
0,0.05133298666110858
0,0.20205514899812577
0,0.026263043598764163
0,0.029756479977123225
0,0.040870347523258736
0,0.08327779122781225
0,0.05258487785220985
0,0.013214302652640005
0,0.2856621517797635
0,0.0395620951928438
0,0.02893649888840767
0,0.019345078524642376
0,0.03953193660348515
0,0.19585340420880964
0,0.24328553456895383
0,0.2591711724071207
0,0.09422463654960893
1,0.135601375487804
0,0.08800996400876981
0,0.04441749527192074
0,0.015892064821557007
0,0.09019388855594745
0,0.03446012925086355
0,0.0911180503254539
0,0.040371240008308315
0,0.025398434917986983
0,0.060661662383633866
0,0.027758771278195614
0,0.2985025775068986
0,0.06046188340001485
0,0.0996758398507652
0,0.030630704084994704
0,0.07198854855465184
0,0.2613583331680364
0,0.07953420174664723
1,0.06084394132327612
0,0.08290907136015155
0,0.02131945733359878
0,0.024700688540502513
0,0.07225462768815853
0,0.1555621931153818
0,0.3761540512818813
0,0.027053585417938435
0,0.022138552587660627
0,0.14958033107255253
1,0.05051339912738649
0,0.025808021167917028
0,0.02896898811347597
0,0.0324323461756786
0,0.28369226786733515
0,0.05537630998969341
0,0.03436404012197245
0,0.11794374080694006
1,0.013261409143549552
1,0.03447165554899282
0,0.020293734037376155
1,0.0601387777899835
0,0.051751264487783735
0,0.08657201205958256
0,0.0521074456732214
0,0.14187479940079975
0,0.04569424733883341
0,0.08935722932777136
0,0.09623205996695142
0,0.19240035639571457
0,0.012283560920937306
1,0.18559669124504408
0,0.07539989531069233
0,0.023601128733431502
0,0.20563359770878015
0,0.11916069540177923
0,0.10242932691721447
0,0.06509756507769804
0,0.02255437686728764
0,0.08030739798145534
0,0.10717649720727382
0,0.09662365387823976
0,0.039587752911251425
0,0.08928469321221613
0,0.09148025311876522
0,0.20794328097205755
1,0.055363789414689814
0,0.025305861670261866
1,0.0682277070741909
0,0.1282588705328875
1,0.03450033077537632
0,0.07119813374164945
1,0.06111965635947438
0,0.07827192888501072
0,0.08121939968402987
0,0.08820851579256561
0,0.1722637129185572
0,0.36792011583470763
0,0.08131063897259219
0,0.10541971118658996
0,0.10431763322687052
0,0.08216477627481454
0,0.13373437098271868
0,0.034959357408446766
0,0.027949394923981775
0,0.025520516739378808
0,0.013435697688174875
0,0.04092802487538635
1,0.06224882932875729
0,0.05005142586385876
0,0.014205297472110648
0,0.1037224137105627
0,0.14063673421552608
0,0.04651521683550007
1,0.053953371160532546
0,0.020909054549070796
0,0.029842752211539057
0,0.08561407560083013
0,0.08242827407402582
0,0.043526987290393046
0,0.04980975292519061
0,0.03824605346221495
0,0.091206866969195
0,0.08675149596325056
0,0.08431373677268864
0,0.09184486118235154
0,0.024016729488885332
0,0.03620384209034581
0,0.0576682390088756
0,0.0710292854773791
0,0.0505234622149075
1,0.24319333154681871
0,0.08946765032298386
1,0.018025417957634304
0,0.08589753522228424
0,0.04242232686561097
0,0.15364558231752054
0,0.03491369021984671
0,0.07556326271568284
0,0.08568829633059163
1,0.03067760122620571
0,0.030014011734412187
0,0.033985196079862855
0,0.06683007829290902
0,0.01913360255906367
0,0.11717263705562501
0,0.08581602571791483
0,0.10776691094051778
0,0.0883992988258155
0,0.021662850030829756
0,0.08051470601581812
0,0.07368553660251355
0,0.06396260420868702
0,0.015598208982322762
0,0.018019806340925575
0,0.09009180383669804
0,0.11445056391983652
0,0.03656288246517726
0,0.10770302401985192
0,0.036184431970457766
1,0.01617001993986581
0,0.07453139030858133
0,0.02450283679389039
0,0.0414928349159844
0,0.08880154661519951
0,0.18522376350086905
0,0.025628216141199544
0,0.07924426499075535
0,0.14457110931931155
0,0.02553561252926791
0,0.05041858799040918
0,0.0224351696125565
0,0.07608753899212108
0,0.0832269583200907
0,0.04003090384342879
0,0.06426129565957577
0,0.026797359303321288
0,0.16405347502263107
0,0.024316294005808543
0,0.08334383575987192
0,0.023981952614225734
0,0.020895002144725828
0,0.023987225408390805
0,0.11323455068625228
0,0.1164050669621994
0,0.01729618621551414
0,0.08118492441451278
0,0.04634534851427971
0,0.31906794112955766
0,0.09737777110339464
0,0.033231589263875885
0,0.12177744216368176
1,0.04136048980336223
0,0.02730149543824455
0,0.0737910335221356
0,0.09362289018816612
0,0.07029806462855209
0,0.07421421606442999
1,0.0610974888621435
0,0.07880668179396598
0,0.030584710993430103
0,0.013243947060861308
0,0.054104245748012904
0,0.03178197747432388
0,0.09547891573733963
0,0.035314998968115886
0,0.1130108647056127
0,0.029485792330910466
0,0.08998897304958549
0,0.04061800445369243
0,0.043996680702323696
0,0.06846984584099351
0,0.009513575707029032
0,0.011282584142679498
0,0.02294376494294663
0,0.08842444347682749
0,0.06551507736047271
0,0.08680901822840553
0,0.06375085675154062
0,0.039432911983378796
0,0.02964964315932846
0,0.11082406827723527
0,0.05976063872990515
0,0.052167178486973644
0,0.06251821834992953
0,0.06245755323706368
0,0.07978767729712481
0,0.1216973904321895
0,0.2659471013263296
0,0.056622269082101884
0,0.0747782014517702
0,0.036944138100180754
0,0.1831615396959349
0,0.0208350523802223
0,0.1214580862644774
0,0.016040446440197087
0,0.05740034738976624
0,0.16772422982675553
1,0.045893875243111955
0,0.02111191518129213
0,0.03817273931540823
0,0.023018318903450536
0,0.046381809540425936
0,0.08154128388360202
0,0.05896021918215792
0,0.061190297813488156
0,0.03424931405402282
1,0.02213633200150034
0,0.0821513414107216
0,0.21797919717220654
0,0.3778754518382613
0,0.07519523949877246
0,0.09343047107796057
0,0.028682614296496035
0,0.039863945069510104
0,0.020902838190206587
0,0.14279346961500322
0,0.08479817020969609
0,0.13048472940029593
0,0.02151445484973082
0,0.01288861990895369
0,0.21078334409942573
0,0.019099012120159638
1,0.12013377427544633
0,0.18201386651787063
0,0.19406866728908637
0,0.10075369106820069
0,0.052570614348960744
0,0.023018960614640704
1,0.055255554056712564
0,0.08106845957889343
0,0.3832509834570431
0,0.0631397352636075
1,0.11228575451175808
0,0.25208827831274305
0,0.08005607628048965
0,0.11506553067238726
0,0.05329188500994623
0,0.013153970661353468
0,0.08473984860745284
0,0.059052722735079465
0,0.09180752690612132
0,0.07243674077293678
0,0.036830141333084085
0,0.038568589336868325
0,0.07966495717224528
0,0.04588256609717663
0,0.10135509412469061
0,0.15998075696341124
0,0.08541943537848082
0,0.2210958275328352
0,0.07521963091429201
0,0.0772981552389282
0,0.06736854574811231
1,0.05573182674548492
0,0.08944982648018604
0,0.08611136702334117
0,0.09422386318534601
0,0.04935394144187166
0,0.07098615158868533
0,0.09120958214711887
0,0.03529460507707107
0,0.08084107342134055
0,0.046885333916254136
0,0.02248127694532969
0,0.36350065812396476
1,0.23005608192670376
0,0.0925227573034188
0,0.12018798694512178
1,0.007093799117304402
0,0.1301928275306367
0,0.02206146299808341
0,0.09215286221688217
0,0.03795122808819607
0,0.02703830175759036
0,0.04687637626701585
0,0.1644082699807839
0,0.01616684360166231
0,0.08560206107160684
0,0.056337269324652176
0,0.2783590422691391
0,0.08612564877803709
0,0.08715795631033266
0,0.08820851579256561
0,0.054178234431478844
0,0.14899832463815404
0,0.018806776387977685
0,0.06375415754009603
1,0.06797950285302091
1,0.025409995176707268
0,0.07007198085299479
0,0.08568234444404597
0,0.016240631198533317
0,0.08002942606705846
0,0.08277129215444033
0,0.04495849997952236
1,0.033343611884633736
0,0.04188421343735157
0,0.08069388754066256
0,0.028201252458066327
0,0.09558298073634822
0,0.07554492699471013
0,0.08400107204573232
0,0.10937148434661306
0,0.10280606983376166
0,0.05614030136287858
0,0.21171027693666442
0,0.041538210554376
0,0.16166319138124866
0,0.04008540652073877
0,0.06745617718417322
0,0.07989980947250916
0,0.1015538688532748
0,0.08548923079589751
0,0.02844070663527068
0,0.10402497476590818
0,0.0876993027800568
0,0.09278953683408728
1,0.02166628476992718
0,0.008859591317184529
0,0.030174263748486592
0,0.0973671218199302
0,0.04444314415643912
0,0.012824519339240456
0,0.08102018696548893
0,0.03785738214453681
0,0.05762592060704275
0,0.08725853121895444
0,0.07286556821565776
0,0.150510908749263
0,0.04181176605042043
0,0.019611192755427838
0,0.07032806445037017
0,0.04622150947421993
0,0.0913780945102522
0,0.08047093424010751
0,0.03238297163580536
1,0.17691843553294465
0,0.06412740767207294
0,0.13450688045005132
0,0.039342394831736495
0,0.0856088387883013
0,0.08700320855195962
0,0.029552832520964058
0,0.05007576013415199
0,0.09188689438500008
0,0.08958215356182753
0,0.08248809500506626
0,0.08999049640200295
0,0.2953840845283576
0,0.08462960363899416
0,0.03965717182913535
0,0.04042591256412028
0,0.07841383451429569
0,0.10124445927138895
1,0.11929622030622034
0,0.031976242996231155
0,0.08078059343607827
1,0.06957390823610705
0,0.04016403955840649
0,0.06764569078601099
0,0.06819496214932248
0,0.04245839669119739
0,0.088538373070054
0,0.1162166149437021
0,0.01335415388520354
0,0.10336623241841594
0,0.03192302497631555
0,0.17962800602087203
0,0.1361153608461709
0,0.05012114160011316
0,0.06439662067004666
0,0.016521051840750662
0,0.018422953846609545
0,0.2702927433000008
0,0.10799693305133617
0,0.047285240160456835
0,0.05539254749663086
0,0.0965172470357225
0,0.0910202581374953
0,0.06621225278337224
0,0.039043930939484356
0,0.08469855087301323
0,0.022495445054157293
0,0.03307211701471219
0,0.04842698732670863
0,0.04610717959260163
0,0.07615840417310528
0,0.17569778633000394
0,0.07412973819900397
0,0.10511597960394267
0,0.017041936231333238
0,0.22545549505698328
0,0.05896258344170905
0,0.08099755553379454
0,0.08152806907309319
0,0.017585929939375654
0,0.08483830645038512
0,0.15821425635353656
0,0.031046492587499586
0,0.02063931330431106
1,0.16707508210783206
0,0.025243246219090708
0,0.07228533992520039
0,0.06352536449397458
0,0.04211825241181263
0,0.16376219073428117
0,0.024226087498316794
0,0.016926970419684797
0,0.08463006155885248
1,0.07986798845750054
0,0.15144683966847988
1,0.0560066544967439
0,0.03748960529258024
0,0.02469017061642637
0,0.08574679998440576
0,0.055244361833715075
0,0.13964995792854445
0,0.08868307429139974
1,0.01032984681907387
0,0.07938360733778556
1,0.1398842407382488
0,0.03634580076855474
0,0.04767307391541671
0,0.025795162495622477
0,0.08555889539724647
0,0.093588775135661
0,0.09673293133768578
0,0.08049838163749622
1,0.03981755590415923
0,0.07444509476319777
0,0.04505912347877451
0,0.3026494307736537
1,0.03225066646017862
0,0.2227140707223351
0,0.09412068600958026
0,0.06030558302596759
0,0.09404189097186148
0,0.04671445479811602
1,0.008926702828828244
0,0.1148956494750101
1,0.06055790516148161
0,0.07785974102187079
0,0.06270364414760113
0,0.12676585142485877
0,0.08025055576101214
0,0.051255220463849595
0,0.08431555228355198
0,0.22671092281911392
0,0.028312693051789677
0,0.024226019107097076
0,0.04132697332711218
0,0.02979832272824266
0,0.0658145244907157
0,0.06848522725940046
0,0.07539892589990006
0,0.029860398512400226
0,0.08806642537798659
0,0.09385600670752221
0,0.07979186040078454
0,0.06662973782214053
0,0.08443478410652794
0,0.08675340871159311
0,0.13825945743138493
0,0.08965146476308705
0,0.08184331117826527
0,0.05211490892329459
0,0.05252790733923418
0,0.04438676859412775
0,0.027830231893175395
0,0.09159088823311837
0,0.06817403747385856
0,0.11802087476015508
0,0.07386081214507809
0,0.02870236973427275
0,0.07808137436115183
0,0.06261954567268052
0,0.15431078910934
0,0.01781968728167531
0,0.09445925775819905
0,0.19261656552528345
0,0.08542666996601155
0,0.16789331901121624
1,0.03754488963393869
0,0.06658274785454579
0,0.06840397855404887
0,0.04924595023884277
0,0.02691605156185935
0,0.03148212516616315
0,0.03816340823657198
0,0.08326206118565842
0,0.03389009089367228
0,0.09083711367258798
0,0.07510979569672566
0,0.179592323048807
1,0.03347749377267876
0,0.05270153119146999
0,0.027947304320084222
0,0.043141176547255355
0,0.039722979837274165
0,0.0754807186534993
0,0.025900530831879702
0,0.04684700824646486
0,0.07601751531144378
0,0.08455445223624104
0,0.08157507770752703
0,0.4421065548078576
1,0.006049617658750039
0,0.025865820352978325
1,0.007879676407319664
0,0.06117010572743196
0,0.037125253409854425
1,0.09847683212828784
0,0.22354888309284168
0,0.08555139816582745
0,0.016542124819507693
0,0.09983549434081924
0,0.24927368392161528
0,0.08503995746240847
0,0.06328225565985723
0,0.0864379910660539
0,0.03080364940038676
0,0.04202812637539958
0,0.11659182363387806
0,0.0897406888754797
0,0.021508933581755946
0,0.011225285018043965
0,0.03856267996668161
0,0.03056014627804381
0,0.04990452818690595
0,0.05615094726609378
0,0.08894372494469763
0,0.038473795573313076
0,0.056859931647788596
0,0.07162499894828925
0,0.051718321342008954
0,0.20877449327712547
1,0.04799741856669486
0,0.041455478009474606
1,0.023534559592662343
0,0.16591074164633263
0,0.027861672349139305
0,0.04441152309166282
0,0.06907914046152697
0,0.17728364327058665
0,0.18645441305948043
1,0.15256905189197756
1,0.011602587168089148
0,0.016819972828791503
1,0.03110548342636994
0,0.12238701907419405
0,0.08328467382253632
0,0.35650994071352826
0,0.11037816688150184
0,0.11425086013095716
0,0.05547289342300936
0,0.09182690803683893
0,0.07767535818205255
0,0.0379808845140814
0,0.3330112510836776
0,0.14039134010407384
0,0.14533302615041604
1,0.060995341176269514
0,0.04304959893282677
0,0.021854230296349548
0,0.028111506379608537
1,0.051281145173974176
0,0.0804762528670303
0,0.085225361070955
0,0.12867974871201776
0,0.015132753989901753
0,0.07426114310751616
0,0.013291279260279645
0,0.03758624249853129
0,0.0837885518799986
1,0.018823360610312916
1,0.05341492186943958
0,0.05051075340036935
1,0.00786252252885888
0,0.07051315994083354
0,0.09192127989920376
0,0.04363213937866421
0,0.08162224365335466
0,0.031829268339262126
0,0.10154170394988027
0,0.06651361447652807
0,0.04110127747123778
0,0.08942893038730373
0,0.042118159510311975
0,0.0362098304239373
0,0.09703070546514803
0,0.09286034642538467
0,0.029965391824072995
0,0.08654964357113196
0,0.08098013567237758
0,0.08776532924706057
0,0.11139927427844565
0,0.04141471834258732
1,0.04966304502490774
0,0.035307844692209926
0,0.10072017386974612
0,0.0980317094234775
0,0.06652831821326123
0,0.1506263248233829
0,0.04791088220810187
